batch_characters,iteration,model,latency_ns
1,631,structured_50,149700
1,631,dense,160100
1,632,dense,158200
1,632,structured_50,148300
1,633,structured_50,147000
1,633,dense,156500
1,634,dense,156600
1,634,structured_50,147400
1,635,structured_50,145800
1,635,dense,155400
1,636,dense,155900
1,636,structured_50,174600
1,637,structured_50,153200
1,637,dense,162600
1,638,dense,158100
1,638,structured_50,148800
1,639,structured_50,144400
1,639,dense,156600
1,640,dense,156400
1,640,structured_50,147200
1,641,structured_50,144800
1,641,dense,155800
1,642,dense,156400
1,642,structured_50,158800
1,643,structured_50,163200
1,643,dense,162300
1,644,dense,158700
1,644,structured_50,150700
1,645,structured_50,145900
1,645,dense,154700
1,646,dense,156400
1,646,structured_50,146600
1,647,structured_50,145300
1,647,dense,170300
1,648,dense,159400
1,648,structured_50,152900
1,649,structured_50,162400
1,649,dense,174000
1,650,dense,163500
1,650,structured_50,151500
1,651,structured_50,147500
1,651,dense,159900
1,652,dense,160900
1,652,structured_50,150600
1,653,structured_50,147900
1,653,dense,161800
1,654,dense,158000
1,654,structured_50,149400
1,655,structured_50,146400
1,655,dense,180900
1,656,dense,165700
1,656,structured_50,170900
1,657,structured_50,185500
1,657,dense,174200
1,658,dense,173600
1,658,structured_50,164800
1,659,structured_50,162000
1,659,dense,177400
1,660,dense,179500
1,660,structured_50,169700
1,661,structured_50,168900
1,661,dense,204200
1,662,dense,189000
1,662,structured_50,173700
1,663,structured_50,169800
1,663,dense,186900
1,664,dense,186200
1,664,structured_50,176200
1,665,structured_50,169300
1,665,dense,189700
1,666,dense,188400
1,666,structured_50,192800
1,667,structured_50,192400
1,667,dense,198100
1,668,dense,193600
1,668,structured_50,186500
1,669,structured_50,183200
1,669,dense,197600
1,670,dense,196700
1,670,structured_50,184500
1,671,structured_50,176000
1,671,dense,189900
1,672,dense,221500
1,672,structured_50,197700
1,673,structured_50,214800
1,673,dense,229300
1,674,dense,229400
1,674,structured_50,216400
1,675,structured_50,200600
1,675,dense,213500
1,676,dense,199900
1,676,structured_50,211900
1,677,structured_50,198900
1,677,dense,206900
1,678,dense,201800
1,678,structured_50,190000
1,679,structured_50,185600
1,679,dense,201300
1,680,dense,200500
1,680,structured_50,196200
1,681,structured_50,185700
1,681,dense,224800
1,682,dense,215100
1,682,structured_50,193100
1,683,structured_50,187500
1,683,dense,201800
1,684,dense,201900
1,684,structured_50,187700
1,685,structured_50,185800
1,685,dense,201400
1,686,dense,200100
1,686,structured_50,216400
1,687,structured_50,330200
1,687,dense,392200
1,688,dense,234700
1,688,structured_50,203800
1,689,structured_50,188400
1,689,dense,205300
1,690,dense,201200
1,690,structured_50,190200
1,691,structured_50,185100
1,691,dense,198900
1,692,dense,228600
1,692,structured_50,191700
1,693,structured_50,181000
1,693,dense,195900
1,694,dense,187900
1,694,structured_50,177400
1,695,structured_50,173300
1,695,dense,187500
1,696,dense,185400
1,696,structured_50,176100
1,697,structured_50,172200
1,697,dense,220300
1,698,dense,194600
1,698,structured_50,180800
1,699,structured_50,168600
1,699,dense,181700
1,700,dense,181300
1,700,structured_50,170400
1,701,structured_50,171600
1,701,dense,182100
1,702,dense,271200
1,702,structured_50,204200
1,703,structured_50,172800
1,703,dense,180400
1,704,dense,179200
1,704,structured_50,168100
1,705,structured_50,163100
1,705,dense,177500
1,706,dense,176600
1,706,structured_50,166400
1,707,structured_50,163600
1,707,dense,173700
1,708,dense,184700
1,708,structured_50,181300
1,709,structured_50,163700
1,709,dense,173900
1,710,dense,174400
1,710,structured_50,162900
1,711,structured_50,161100
1,711,dense,169100
1,712,dense,174500
1,712,structured_50,160700
1,713,structured_50,212100
1,713,dense,181600
1,714,dense,228000
1,714,structured_50,179600
1,715,structured_50,176300
1,715,dense,207100
1,716,dense,196200
1,716,structured_50,176300
1,717,structured_50,160600
1,717,dense,172200
1,718,dense,176100
1,718,structured_50,165600
1,719,structured_50,160100
1,719,dense,210200
1,720,dense,178100
1,720,structured_50,159500
1,721,structured_50,154600
1,721,dense,166400
1,722,dense,165200
1,722,structured_50,156700
1,723,structured_50,153700
1,723,dense,166800
1,724,dense,165500
1,724,structured_50,154900
1,725,structured_50,154200
1,725,dense,190600
1,726,dense,171800
1,726,structured_50,156400
1,727,structured_50,154800
1,727,dense,165800
1,728,dense,165300
1,728,structured_50,156200
1,729,structured_50,156900
1,729,dense,196100
1,730,dense,169000
1,730,structured_50,157000
1,731,structured_50,154000
1,731,dense,2629900
1,732,dense,254000
1,732,structured_50,166600
1,733,structured_50,154400
1,733,dense,167900
1,734,dense,160800
1,734,structured_50,152900
1,735,structured_50,148000
1,735,dense,157800
1,736,dense,186800
1,736,structured_50,157300
1,737,structured_50,150600
1,737,dense,160000
1,738,dense,158400
1,738,structured_50,149300
1,739,structured_50,155000
1,739,dense,174200
1,740,dense,168500
1,740,structured_50,158700
1,741,structured_50,156200
1,741,dense,417600
1,742,dense,259900
1,742,structured_50,171700
1,743,structured_50,160800
1,743,dense,174400
1,744,dense,168200
1,744,structured_50,159300
1,745,structured_50,154800
1,745,dense,168100
1,746,dense,168000
1,746,structured_50,189700
1,747,structured_50,167600
1,747,dense,173600
1,748,dense,169000
1,748,structured_50,158600
1,749,structured_50,157500
1,749,dense,169200
1,750,dense,167300
1,750,structured_50,156100
1,751,structured_50,154400
1,751,dense,310200
1,752,dense,205900
1,752,structured_50,160200
1,753,structured_50,152500
1,753,dense,162100
1,754,dense,159400
1,754,structured_50,150200
1,755,structured_50,146800
1,755,dense,162400
1,756,dense,157400
1,756,structured_50,179300
1,757,structured_50,154200
1,757,dense,161000
1,758,dense,157800
1,758,structured_50,148900
1,759,structured_50,146400
1,759,dense,157800
1,760,dense,157200
1,760,structured_50,148900
1,761,structured_50,146100
1,761,dense,157700
1,762,dense,157600
1,762,structured_50,147200
1,763,structured_50,173500
1,763,dense,163300
1,764,dense,158400
1,764,structured_50,148600
1,765,structured_50,148700
1,765,dense,157000
1,766,dense,155800
1,766,structured_50,146900
1,767,structured_50,145300
1,767,dense,156600
1,768,dense,155000
1,768,structured_50,147400
1,769,structured_50,144100
1,769,dense,186400
1,770,dense,162600
1,770,structured_50,151200
1,771,structured_50,147400
1,771,dense,157500
1,772,dense,165700
1,772,structured_50,161100
1,773,structured_50,161700
1,773,dense,180800
1,774,dense,285300
1,774,structured_50,271200
1,775,structured_50,182900
1,775,dense,187800
1,776,dense,180200
1,776,structured_50,198000
1,777,structured_50,168800
1,777,dense,175400
1,778,dense,173300
1,778,structured_50,168200
1,779,structured_50,159200
1,779,dense,171800
1,780,dense,169100
1,780,structured_50,160600
1,781,structured_50,158800
1,781,dense,170500
1,782,dense,167900
1,782,structured_50,188900
1,783,structured_50,164900
1,783,dense,172000
1,784,dense,171100
1,784,structured_50,160000
1,785,structured_50,156400
1,785,dense,169700
1,786,dense,168700
1,786,structured_50,292200
1,787,structured_50,186700
1,787,dense,196200
1,788,dense,202900
1,788,structured_50,173900
1,789,structured_50,159500
1,789,dense,170200
1,790,dense,175900
1,790,structured_50,162200
1,791,structured_50,156200
1,791,dense,170700
1,792,dense,169600
1,792,structured_50,162100
1,793,structured_50,157200
1,793,dense,189400
1,794,dense,178100
1,794,structured_50,161400
1,795,structured_50,159200
1,795,dense,170800
1,796,dense,168900
1,796,structured_50,159600
1,797,structured_50,158400
1,797,dense,183300
1,798,dense,168900
1,798,structured_50,280400
1,799,structured_50,300000
1,799,dense,198400
1,800,dense,184000
1,800,structured_50,170900
1,801,structured_50,163200
1,801,dense,202100
1,802,dense,189800
1,802,structured_50,712700
1,803,structured_50,561100
1,803,dense,222500
1,804,dense,194500
1,804,structured_50,177200
1,805,structured_50,158900
1,805,dense,182700
1,806,dense,175000
1,806,structured_50,305600
1,807,structured_50,210200
1,807,dense,196900
1,808,dense,176100
1,808,structured_50,162100
1,809,structured_50,156900
1,809,dense,171600
1,810,dense,171000
1,810,structured_50,169300
1,811,structured_50,187200
1,811,dense,176000
1,812,dense,172100
1,812,structured_50,161700
1,813,structured_50,155700
1,813,dense,167600
1,814,dense,167900
1,814,structured_50,157700
1,815,structured_50,158300
1,815,dense,168300
1,816,dense,165700
1,816,structured_50,155700
1,817,structured_50,181900
1,817,dense,172900
1,818,dense,169600
1,818,structured_50,159200
1,819,structured_50,155200
1,819,dense,168400
1,820,dense,167200
1,820,structured_50,157400
1,821,structured_50,155200
1,821,dense,167600
1,822,dense,167900
1,822,structured_50,156800
1,823,structured_50,180200
1,823,dense,174900
1,824,dense,169200
1,824,structured_50,159100
1,825,structured_50,156800
1,825,dense,167100
1,826,dense,166800
1,826,structured_50,157300
1,827,structured_50,155200
1,827,dense,167100
1,828,dense,168400
1,828,structured_50,158600
1,829,structured_50,176700
1,829,dense,178800
1,830,dense,169400
1,830,structured_50,159300
1,831,structured_50,156200
1,831,dense,167900
1,832,dense,167000
1,832,structured_50,295900
1,833,structured_50,311400
1,833,dense,273800
1,834,dense,390600
1,834,structured_50,236300
1,835,structured_50,203500
1,835,dense,176500
1,836,dense,163200
1,836,structured_50,153100
1,837,structured_50,149900
1,837,dense,159800
1,838,dense,160000
1,838,structured_50,150900
1,839,structured_50,147900
1,839,dense,159300
1,840,dense,164200
1,840,structured_50,150000
1,841,structured_50,167700
1,841,dense,169100
1,842,dense,165000
1,842,structured_50,154900
1,843,structured_50,149800
1,843,dense,161200
1,844,dense,164100
1,844,structured_50,155400
1,845,structured_50,152800
1,845,dense,178400
1,846,dense,171100
1,846,structured_50,161500
1,847,structured_50,182600
1,847,dense,193800
1,848,dense,180900
1,848,structured_50,168700
1,849,structured_50,165100
1,849,dense,177800
1,850,dense,177100
1,850,structured_50,167600
1,851,structured_50,162500
1,851,dense,178800
1,852,dense,186400
1,852,structured_50,175200
1,853,structured_50,203700
1,853,dense,192700
1,854,dense,189000
1,854,structured_50,180500
1,855,structured_50,181800
1,855,dense,197300
1,856,dense,196300
1,856,structured_50,183100
1,857,structured_50,180100
1,857,dense,188800
1,858,dense,212800
1,858,structured_50,186500
1,859,structured_50,180400
1,859,dense,208300
1,860,dense,186400
1,860,structured_50,180700
1,861,structured_50,173700
1,861,dense,186700
1,862,dense,187500
1,862,structured_50,180000
1,863,structured_50,191200
1,863,dense,430900
1,864,dense,263000
1,864,structured_50,194200
1,865,structured_50,180300
1,865,dense,190100
1,866,dense,189800
1,866,structured_50,178700
1,867,structured_50,174700
1,867,dense,186900
1,868,dense,214800
1,868,structured_50,183800
1,869,structured_50,175000
1,869,dense,188700
1,870,dense,187500
1,870,structured_50,177700
1,871,structured_50,175300
1,871,dense,187600
1,872,dense,186700
1,872,structured_50,199500
1,873,structured_50,186700
1,873,dense,190500
1,874,dense,194700
1,874,structured_50,179200
1,875,structured_50,175900
1,875,dense,197300
1,876,dense,187200
1,876,structured_50,176000
1,877,structured_50,172000
1,877,dense,186000
1,878,dense,214900
1,878,structured_50,184100
1,879,structured_50,176100
1,879,dense,189500
1,880,dense,187400
1,880,structured_50,175800
1,881,structured_50,173800
1,881,dense,186600
1,882,dense,188000
1,882,structured_50,176200
1,883,structured_50,174700
1,883,dense,214600
1,884,dense,193000
1,884,structured_50,178900
1,885,structured_50,175200
1,885,dense,187800
1,886,dense,187200
1,886,structured_50,175200
1,887,structured_50,172300
1,887,dense,185500
1,888,dense,275600
1,888,structured_50,239000
1,889,structured_50,191500
1,889,dense,198800
1,890,dense,197400
1,890,structured_50,183400
1,891,structured_50,181900
1,891,dense,200700
1,892,dense,212800
1,892,structured_50,207000
1,893,structured_50,188400
1,893,dense,229600
1,894,dense,206600
1,894,structured_50,188600
1,895,structured_50,182500
1,895,dense,194500
1,896,dense,194600
1,896,structured_50,181200
1,897,structured_50,180000
1,897,dense,192600
1,898,dense,191700
1,898,structured_50,204800
1,899,structured_50,191400
1,899,dense,198100
1,900,dense,193000
1,900,structured_50,182400
1,901,structured_50,179700
1,901,dense,206400
1,902,dense,191500
1,902,structured_50,179800
1,903,structured_50,178400
1,903,dense,192100
1,904,dense,223200
1,904,structured_50,183100
1,905,structured_50,176100
1,905,dense,188600
1,906,dense,192400
1,906,structured_50,176100
1,907,structured_50,173400
1,907,dense,188700
1,908,dense,188300
1,908,structured_50,203400
1,909,structured_50,180500
1,909,dense,190200
1,910,dense,188300
1,910,structured_50,177300
1,911,structured_50,172800
1,911,dense,187600
1,912,dense,185100
1,912,structured_50,170000
1,913,structured_50,169200
1,913,dense,180600
1,914,dense,210000
1,914,structured_50,176000
1,915,structured_50,171100
1,915,dense,202400
1,916,dense,182300
1,916,structured_50,171300
1,917,structured_50,167300
1,917,dense,181400
1,918,dense,181100
1,918,structured_50,165800
1,919,structured_50,162800
1,919,dense,204200
1,920,dense,185900
1,920,structured_50,173500
1,921,structured_50,169400
1,921,dense,471000
1,922,dense,278200
1,922,structured_50,189100
1,923,structured_50,171500
1,923,dense,185300
1,924,dense,185200
1,924,structured_50,171500
1,925,structured_50,167700
1,925,dense,181900
1,926,dense,212700
1,926,structured_50,177700
1,927,structured_50,169400
1,927,dense,179700
1,928,dense,174800
1,928,structured_50,163300
1,929,structured_50,367500
1,929,dense,236000
1,930,dense,182400
1,930,structured_50,168700
1,931,structured_50,163500
1,931,dense,175800
1,932,dense,173200
1,932,structured_50,162400
1,933,structured_50,158100
1,933,dense,199900
1,934,dense,183300
1,934,structured_50,164600
1,935,structured_50,161600
1,935,dense,174300
1,936,dense,171400
1,936,structured_50,163400
1,937,structured_50,155700
1,937,dense,167100
1,938,dense,173600
1,938,structured_50,157800
1,939,structured_50,153800
1,939,dense,193700
1,940,dense,176600
1,940,structured_50,159100
1,941,structured_50,156600
1,941,dense,167700
1,942,dense,168000
1,942,structured_50,157000
1,943,structured_50,153400
1,943,dense,166700
1,944,dense,166500
1,944,structured_50,170600
1,945,structured_50,175000
1,945,dense,172500
1,946,dense,168400
1,946,structured_50,157300
1,947,structured_50,154800
1,947,dense,169800
1,948,dense,167000
1,948,structured_50,156600
1,949,structured_50,153200
1,949,dense,167300
1,950,dense,218800
1,950,structured_50,184400
1,951,structured_50,171700
1,951,dense,268500
1,952,dense,380400
1,952,structured_50,183000
1,953,structured_50,164900
1,953,dense,173000
1,954,dense,200300
1,954,structured_50,173700
1,955,structured_50,160500
1,955,dense,173800
1,956,dense,286300
1,956,structured_50,173900
1,957,structured_50,162900
1,957,dense,172600
1,958,dense,172700
1,958,structured_50,159600
1,959,structured_50,157600
1,959,dense,193000
1,960,dense,180600
1,960,structured_50,162700
1,961,structured_50,158100
1,961,dense,169500
1,962,dense,171000
1,962,structured_50,158700
1,963,structured_50,156800
1,963,dense,167900
1,964,dense,169000
1,964,structured_50,159500
1,965,structured_50,157500
1,965,dense,190600
1,966,dense,178900
1,966,structured_50,162000
1,967,structured_50,157700
1,967,dense,172200
1,968,dense,168500
1,968,structured_50,159700
1,969,structured_50,155900
1,969,dense,171900
1,970,dense,168000
1,970,structured_50,158000
1,971,structured_50,156000
1,971,dense,193600
1,972,dense,175500
1,972,structured_50,160900
1,973,structured_50,159500
1,973,dense,366900
1,974,dense,214100
1,974,structured_50,175100
1,975,structured_50,163400
1,975,dense,174100
1,976,dense,171200
1,976,structured_50,160700
1,977,structured_50,158400
1,977,dense,169900
1,978,dense,169300
1,978,structured_50,186200
1,979,structured_50,168400
1,979,dense,174400
1,980,dense,170600
1,980,structured_50,235100
1,981,structured_50,167100
1,981,dense,175700
1,982,dense,307500
